COUNTRY;SUBBRAND;YEAR;MONTH;SCENARIO;FORECAST;FORECAST_YEAR;AMOUNT
Netherlands;Pepsi Max (L3);2023;9;AI_forecast;AI_P05F;2023;8,93011E+15
Hungary;Lipton (L3);2023;9;AI_forecast;AI_PF;2023;3,83512E+15
Spain;Pepsi Regular (L3);2024;2;AI_forecast;AI_P09F;2023;1,31074E+15
Netherlands;Pepsi Regular (L3);2024;10;AI_forecast;AI_P10F;2023;5,99456E+15
Great Britain;7up Free (L3);2024;10;AI_forecast;AI_P06F;2023;1,55454E+16
Spain;Pepsi Max (L3);2024;9;AI_forecast;AI_P06F;2023;1,2638E+15
Netherlands;Pepsi Max (L3);2023;10;AI_forecast;AI_PF;2023;1,03368E+16
Netherlands;Pepsi Max (L3);2024;4;AI_forecast;AI_P03F;2023;8,91496E+15
Denmark;7up (L3);2024;11;AI_forecast;AI_P09F;2023;0
Denmark;7up (L3);2023;9;AI_forecast;AI_P05F;2023;0
Portugal;Lipton (L3);2024;8;AI_forecast;AI_P04F;2023;1,21783E+15
Norway;Lipton (L3);2024;8;AI_forecast;AI_P04F;2023;1,04975E+16
Great Britain;Pepsi Max (L3);2024;9;AI_forecast;AI_P12F;2023;1,11379E+23
Denmark;Pepsi Max (L3);2024;9;AI_forecast;AI_P10F;2023;2,43569E+16
Czech;Lipton (L3);2024;2;AI_forecast;AI_P05F;2023;2,15886E+16
Spain;7up Free (L3);2024;6;AI_forecast;AI_P11F;2023;7,67228E+15
Great Britain;7up (L3);2024;6;AI_forecast;AI_P06F;2023;7,21891E+14
Netherlands;Pepsi Max (L3);2024;11;AI_forecast;AI_P07F;2023;9,69045E+15
Norway;Pepsi Max (L3);2024;12;AI_forecast;AI_P09F;2023;1,73189E+16
Netherlands;7up (L3);2024;5;AI_forecast;AI_P08F;2023;1,08384E+16
Netherlands;Lipton (L3);2025;1;AI_forecast;AI_P11F;2023;1,26392E+16
Denmark;Mountain Dew (L3);2023;7;AI_forecast;AI_P05F;2023;3,56584E+15
Hungary;Pepsi Max (L3);2024;2;AI_forecast;AI_P09F;2023;4,275E+16
Great Britain;Lipton (L3);2024;6;AI_forecast;AI_P12F;2023;8,93356E+15
Denmark;Pepsi Max (L3);2024;5;AI_forecast;AI_P09F;2023;2,67672E+16
Spain;Pepsi Max (L3);2024;9;AI_forecast;AI_P08F;2023;1,61482E+16
Hungary;Pepsi Regular (L3);2024;1;AI_forecast;AI_P03F;2023;1,5437E+16
Denmark;7up (L3);2024;11;AI_forecast;AI_P07F;2023;0
Norway;7up Free (L3);2023;11;AI_forecast;AI_P06F;2023;3,94422E+16
Hungary;Pepsi Max (L3);2024;6;AI_forecast;AI_P05F;2023;4,40338E+16
Italy;Pepsi Max (L3);2025;3;AI_forecast;AI_P11F;2023;1,9512E+16
Great Britain;Pepsi Regular (L3);2023;5;AI_forecast;AI_PF;2023;1,69354E+15
Great Britain;7up Free (L3);2023;9;AI_forecast;AI_P03F;2023;1,60193E+16
Norway;7up (L3);2025;4;AI_forecast;AI_P11F;2023;0
Norway;Mountain Dew (L3);2024;2;AI_forecast;AI_PF;2023;1,48844E+16
Netherlands;Pepsi Max (L3);2024;4;AI_forecast;AI_P02F;2023;9,06267E+15
Norway;Mountain Dew (L3);2024;6;AI_forecast;AI_P10F;2023;1,43403E+16
Spain;Pepsi Regular (L3);2023;11;AI_forecast;AI_P09F;2023;1,42172E+16
Great Britain;Pepsi Max (L3);2024;3;AI_forecast;AI_P12F;2023;1,18236E+22
Italy;Pepsi Regular (L3);2023;11;AI_forecast;AI_P06F;2023;1,89384E+15
Hungary;Mountain Dew (L3);2023;6;AI_forecast;AI_P03F;2023;4,30913E+15
Denmark;Pepsi Max (L3);2023;8;AI_forecast;AI_P08F;2023;2,37909E+16
Great Britain;Pepsi Regular (L3);2023;12;AI_forecast;AI_P02F;2023;1,38814E+16
Spain;Pepsi Max (L3);2024;11;AI_forecast;AI_P11F;2023;1,39908E+16
Czech;Pepsi Max (L3);2023;11;AI_forecast;AI_P03F;2023;3,76771E+15
Czech;7up (L3);2023;10;AI_forecast;AI_P10F;2023;5,18223E+15
Netherlands;Pepsi Max (L3);2023;4;AI_forecast;AI_P02F;2023;7,26212E+15
Norway;Pepsi Max (L3);2024;6;AI_forecast;AI_PF;2023;2,63881E+15
Norway;7up Free (L3);2024;4;AI_forecast;AI_P03F;2023;3,31397E+15
Hungary;Mountain Dew (L3);2024;7;AI_forecast;AI_P11F;2023;5,23541E+16
Great Britain;7up Free (L3);2023;11;AI_forecast;AI_P07F;2023;1,00953E+16
Netherlands;Pepsi Max (L3);2023;7;AI_forecast;AI_P07F;2023;9,09697E+15
Great Britain;7up (L3);2024;10;AI_forecast;AI_P12F;2023;3,52904E+15
Netherlands;Pepsi Regular (L3);2024;1;AI_forecast;AI_P03F;2023;5,4396E+15
Spain;7up (L3);2024;6;AI_forecast;AI_P02F;2023;5,81E+15
Italy;Pepsi Max (L3);2024;8;AI_forecast;AI_P03F;2023;1,83833E+16
Spain;7up Free (L3);2024;8;AI_forecast;AI_P10F;2023;1,01263E+16
Spain;7up Free (L3);2025;2;AI_forecast;AI_P10F;2023;6,84505E+15
Netherlands;Pepsi Max (L3);2023;9;AI_forecast;AI_P08F;2023;9,22532E+15
Netherlands;Mountain Dew (L3);2024;9;AI_forecast;AI_P11F;2023;0
Czech;Pepsi Regular (L3);2023;10;AI_forecast;AI_P05F;2023;9,23949E+15
Hungary;7up Free (L3);2025;1;AI_forecast;AI_P09F;2023;1,11496E+16
Great Britain;Pepsi Max (L3);2023;11;AI_forecast;AI_P03F;2023;1,10319E+22
Great Britain;Lipton (L3);2024;6;AI_forecast;AI_P02F;2023;6,66491E+15
Great Britain;Mountain Dew (L3);2024;2;AI_forecast;AI_P10F;2023;1,30367E+16
Spain;Pepsi Max (L3);2024;5;AI_forecast;AI_P09F;2023;8,19705E+15
Denmark;Pepsi Regular (L3);2025;1;AI_forecast;AI_P10F;2023;1,80713E+15
Norway;Pepsi Max (L3);2023;3;AI_forecast;AI_PF;2023;2,81882E+15
Portugal;Pepsi Max (L3);2023;2;AI_forecast;AI_P02F;2023;1,49194E+16
Netherlands;Pepsi Regular (L3);2024;2;AI_forecast;AI_P04F;2023;4,91675E+15
Spain;Pepsi Max (L3);2024;9;AI_forecast;AI_P10F;2023;1,55112E+16
Netherlands;7up (L3);2024;2;AI_forecast;AI_P12F;2023;3,28568E+14
Norway;Pepsi Regular (L3);2024;7;AI_forecast;AI_P11F;2023;4,88362E+15
Hungary;Lipton (L3);2024;11;AI_forecast;AI_P06F;2023;2,46468E+16
Denmark;Mountain Dew (L3);2023;6;AI_forecast;AI_P02F;2023;2,55578E+16
Netherlands;Pepsi Regular (L3);2023;4;AI_forecast;AI_P02F;2023;4,14213E+16
Great Britain;Pepsi Max (L3);2024;2;AI_forecast;AI_P07F;2023;9,18852E+15
Great Britain;Pepsi Max (L3);2023;12;AI_forecast;AI_P02F;2023;1,16464E+23
Great Britain;Lipton (L3);2023;9;AI_forecast;AI_P06F;2023;6,52818E+15
Hungary;Pepsi Regular (L3);2025;2;AI_forecast;AI_P11F;2023;5,81226E+15
Great Britain;7up (L3);2025;1;AI_forecast;AI_P08F;2023;5,60934E+15
Spain;7up Free (L3);2024;8;AI_forecast;AI_P07F;2023;9,92737E+15
Denmark;Pepsi Regular (L3);2023;5;AI_forecast;AI_PF;2023;1,91683E+16
Norway;7up (L3);2025;3;AI_forecast;AI_P10F;2023;1,92729E+16
Portugal;Lipton (L3);2023;8;AI_forecast;AI_P02F;2023;1,32284E+16
Hungary;Pepsi Max (L3);2023;5;AI_forecast;AI_P04F;2023;5,21717E+16
Great Britain;Lipton (L3);2023;10;AI_forecast;AI_PF;2023;6,03004E+15
Great Britain;Mountain Dew (L3);2024;2;AI_forecast;AI_P12F;2023;1,29854E+16
Spain;Pepsi Max (L3);2023;11;AI_forecast;AI_P04F;2023;9,44126E+15
Spain;7up Free (L3);2023;9;AI_forecast;AI_P07F;2023;7,62993E+15
Great Britain;7up (L3);2024;5;AI_forecast;AI_P07F;2023;9,76856E+15
Portugal;Pepsi Regular (L3);2024;12;AI_forecast;AI_P07F;2023;1,95889E+16
Great Britain;Mountain Dew (L3);2024;10;AI_forecast;AI_P11F;2023;1,33094E+16
Czech;Pepsi Max (L3);2024;5;AI_forecast;AI_P04F;2023;4,20346E+15
Netherlands;Pepsi Max (L3);2024;6;AI_forecast;AI_P12F;2023;1,29765E+16
Netherlands;Pepsi Max (L3);2024;5;AI_forecast;AI_P11F;2023;9,24518E+15
Spain;7up Free (L3);2024;10;AI_forecast;AI_P05F;2023;8,7718E+15
Norway;Pepsi Max (L3);2024;3;AI_forecast;AI_P05F;2023;2,80768E+16
Netherlands;Lipton (L3);2023;10;AI_forecast;AI_P03F;2023;1,52199E+16
Great Britain;Pepsi Max (L3);2024;3;AI_forecast;AI_P08F;2023;1,15239E+23
Hungary;7up Free (L3);2024;6;AI_forecast;AI_P04F;2023;3,86E+16
Hungary;Lipton (L3);2025;1;AI_forecast;AI_P09F;2023;2,99303E+15
Hungary;Lipton (L3);2023;10;AI_forecast;AI_PF;2023;3,13096E+16
Portugal;Lipton (L3);2024;2;AI_forecast;AI_P06F;2023;4,85172E+16
Portugal;Lipton (L3);2023;6;AI_forecast;AI_P05F;2023;9,49487E+15
Denmark;Mountain Dew (L3);2024;1;AI_forecast;AI_P08F;2023;3,34206E+15
Italy;Pepsi Max (L3);2024;4;AI_forecast;AI_P06F;2023;1,74328E+16
Denmark;Pepsi Regular (L3);2023;12;AI_forecast;AI_P08F;2023;2,71617E+15
Netherlands;Pepsi Max (L3);2024;10;AI_forecast;AI_P11F;2023;1,20397E+16
Spain;7up Free (L3);2024;2;AI_forecast;AI_P09F;2023;6,66295E+15
Denmark;Mountain Dew (L3);2023;4;AI_forecast;AI_P04F;2023;1,81824E+16
Norway;7up Free (L3);2025;1;AI_forecast;AI_P09F;2023;4,31717E+16
Great Britain;Mountain Dew (L3);2023;9;AI_forecast;AI_P08F;2023;1,8902E+16
Great Britain;7up Free (L3);2023;10;AI_forecast;AI_P03F;2023;1,49167E+16
Norway;Pepsi Max (L3);2023;5;AI_forecast;AI_P04F;2023;2,85865E+15
Spain;Pepsi Regular (L3);2024;7;AI_forecast;AI_P04F;2023;1,23471E+16
Norway;Lipton (L3);2023;8;AI_forecast;AI_P08F;2023;1,30803E+16
Netherlands;Pepsi Regular (L3);2023;1;AI_forecast;AI_PF;2023;5,29285E+15
Great Britain;Lipton (L3);2024;11;AI_forecast;AI_P09F;2023;6,40821E+15
Portugal;7up (L3);2024;3;AI_forecast;AI_P12F;2023;2,20337E+16
Great Britain;7up (L3);2024;8;AI_forecast;AI_P12F;2023;4,79312E+15
Great Britain;7up (L3);2024;11;AI_forecast;AI_P06F;2023;4,99379E+15
Portugal;Pepsi Regular (L3);2024;8;AI_forecast;AI_P08F;2023;2,71693E+15
Portugal;Lipton (L3);2023;4;actual;null;;5,84073E+15
Portugal;7up (L3);2023;4;actual;null;;3,422E+15
Czech;7up (L3);2023;4;actual;null;;6,26562E+14
Hungary;Lipton (L3);2023;4;actual;null;;2,70767E+16
Portugal;7up Free (L3);2023;11;AI_forecast;AI_P07F;2023;1,026E+15
Hungary;Pepsi Max (L3);2023;10;AI_forecast;AI_P07F;2023;4,63667E+15
Netherlands;Pepsi Regular (L3);2023;12;AI_forecast;AI_PF;2023;5,73131E+15
Great Britain;Pepsi Max (L3);2024;8;AI_forecast;AI_P11F;2023;1,11169E+23
Hungary;Mountain Dew (L3);2024;4;AI_forecast;AI_P02F;2023;3,23172E+16
Czech;Mountain Dew (L3);2024;10;AI_forecast;AI_P05F;2023;8,95918E+15
Hungary;Pepsi Regular (L3);2024;9;AI_forecast;AI_P09F;2023;1,14368E+15
Great Britain;7up (L3);2024;3;AI_forecast;AI_P03F;2023;3,13193E+15
Italy;7up (L3);2024;11;AI_forecast;AI_P10F;2023;1,16044E+16
Norway;7up Free (L3);2023;4;actual;null;;2,82637E+16
Great Britain;Pepsi Max (L3);2023;4;actual;null;;1,17171E+23
Great Britain;Pepsi Regular (L3);2023;4;actual;null;;1,89635E+15
Great Britain;Lipton (L3);2023;4;actual;null;;6,57784E+15
Great Britain;Mountain Dew (L3);2023;4;actual;null;;1,6585E+16
Netherlands;7up Free (L3);2023;4;actual;null;;1,47305E+16
Great Britain;7up (L3);2023;4;actual;null;;2,40064E+16
Netherlands;Lipton (L3);2023;4;actual;null;;1,43473E+16
Spain;Pepsi Regular (L3);2023;4;actual;null;;9,98385E+15
Denmark;Mountain Dew (L3);2023;6;AI_forecast;AI_P05F;2023;2,70009E+15
Denmark;Pepsi Max (L3);2025;4;AI_forecast;AI_P12F;2023;2,8452E+14
Great Britain;Lipton (L3);2023;5;AI_forecast;AI_P03F;2023;6,61102E+15
Great Britain;Mountain Dew (L3);2024;7;AI_forecast;AI_P11F;2023;2,30142E+16
Great Britain;Mountain Dew (L3);2024;8;AI_forecast;AI_P11F;2023;1,91667E+16
Norway;Mountain Dew (L3);2024;5;AI_forecast;AI_P09F;2023;3,114E+16
Norway;Pepsi Max (L3);2024;1;AI_forecast;AI_P09F;2023;1,83531E+16
Hungary;Pepsi Max (L3);2023;12;AI_forecast;AI_PF;2023;4,58447E+16
Great Britain;Pepsi Max (L3);2024;9;AI_forecast;AI_P07F;2023;1,0636E+23
Great Britain;Pepsi Regular (L3);2024;4;AI_forecast;AI_P02F;2023;7,35406E+15
Denmark;Pepsi Max (L3);2025;5;AI_forecast;AI_P12F;2023;2,92999E+16
Great Britain;7up (L3);2023;10;AI_forecast;AI_P09F;2023;1,26744E+16
Czech;Pepsi Regular (L3);2024;9;AI_forecast;AI_P05F;2023;1,00466E+16
Denmark;7up (L3);2023;8;AI_forecast;AI_P08F;2023;0
Norway;Pepsi Max (L3);2024;1;AI_forecast;AI_P06F;2023;1,96226E+16
Spain;7up (L3);2024;5;AI_forecast;AI_P05F;2023;5,6125E+15
Denmark;Pepsi Max (L3);2024;12;AI_forecast;AI_P08F;2023;2,53208E+16
Denmark;Pepsi Max (L3);2025;1;AI_forecast;AI_P12F;2023;2,33522E+16
Spain;Pepsi Max (L3);2024;7;AI_forecast;AI_P04F;2023;1,86679E+16
Spain;Pepsi Max (L3);2023;7;AI_forecast;AI_P06F;2023;1,54588E+16
Czech;Pepsi Max (L3);2024;4;AI_forecast;AI_P10F;2023;3,86758E+15
Netherlands;Pepsi Max (L3);2024;9;AI_forecast;AI_P07F;2023;1,09658E+16
Netherlands;Mountain Dew (L3);2024;1;AI_forecast;AI_P03F;2023;0
Spain;Pepsi Regular (L3);2023;9;AI_forecast;AI_P05F;2023;9,05939E+15
Denmark;7up (L3);2023;7;AI_forecast;AI_P04F;2023;0
Hungary;Pepsi Max (L3);2024;1;AI_forecast;AI_P12F;2023;4,7607E+15
Italy;Pepsi Regular (L3);2025;2;AI_forecast;AI_P09F;2023;1,96825E+16
Italy;Pepsi Max (L3);2024;4;AI_forecast;AI_P04F;2023;1,79761E+16
Netherlands;Pepsi Max (L3);2024;3;AI_forecast;AI_PF;2023;1,0372E+16
Spain;Pepsi Regular (L3);2024;3;AI_forecast;AI_P09F;2023;1,42574E+16
Czech;Pepsi Regular (L3);2024;12;AI_forecast;AI_P07F;2023;1,27722E+16
Great Britain;Pepsi Max (L3);2023;3;AI_forecast;AI_PF;2023;1,19457E+22
Italy;Pepsi Regular (L3);2024;10;AI_forecast;AI_P12F;2023;1,7208E+16
Czech;Lipton (L3);2023;7;AI_forecast;AI_P06F;2023;3,51931E+15
Great Britain;Mountain Dew (L3);2023;10;AI_forecast;AI_P05F;2023;1,76487E+14
Netherlands;7up (L3);2024;12;AI_forecast;AI_P12F;2023;9,9283E+15
Netherlands;Lipton (L3);2023;10;AI_forecast;AI_PF;2023;1,42949E+15
Denmark;7up Free (L3);2024;7;AI_forecast;AI_P04F;2023;1,73601E+15
Netherlands;Pepsi Regular (L3);2023;3;AI_forecast;AI_P03F;2023;5,89711E+15
Great Britain;Mountain Dew (L3);2024;5;AI_forecast;AI_P09F;2023;1,7839E+16
Hungary;7up (L3);2024;7;AI_forecast;AI_P11F;2023;2,66346E+16
Netherlands;Pepsi Max (L3);2024;1;AI_forecast;AI_P11F;2023;7,64847E+15
Norway;Lipton (L3);2024;7;AI_forecast;AI_P02F;2023;4,21346E+15
Hungary;Pepsi Max (L3);2025;1;AI_forecast;AI_P12F;2023;4,91321E+14
Hungary;Pepsi Max (L3);2023;9;AI_forecast;AI_P05F;2023;4,85547E+16
Great Britain;Lipton (L3);2023;9;AI_forecast;AI_P09F;2023;7,45891E+15
Czech;Mountain Dew (L3);2024;3;AI_forecast;AI_P09F;2023;8,44658E+14
Hungary;Mountain Dew (L3);2023;10;AI_forecast;AI_P08F;2023;3,80666E+15
Denmark;Pepsi Max (L3);2024;12;AI_forecast;AI_P12F;2023;3,02336E+15
Spain;Pepsi Max (L3);2024;5;AI_forecast;AI_P02F;2023;7,82508E+15
Hungary;Pepsi Regular (L3);2023;7;AI_forecast;AI_P07F;2023;1,3024E+16
Great Britain;7up (L3);2023;12;AI_forecast;AI_P04F;2023;7,81704E+15
Netherlands;Mountain Dew (L3);2023;12;AI_forecast;AI_P12F;2023;0
Norway;Pepsi Regular (L3);2023;10;AI_forecast;AI_P06F;2023;4,00076E+15
Portugal;Lipton (L3);2023;12;AI_forecast;AI_P08F;2023;7,04867E+15
Denmark;7up Free (L3);2024;2;AI_forecast;AI_P12F;2023;2,41251E+16
Hungary;Pepsi Max (L3);2024;3;AI_forecast;AI_P12F;2023;5,54053E+14
Great Britain;Lipton (L3);2023;3;AI_forecast;AI_P03F;2023;5,15392E+16
Great Britain;Pepsi Regular (L3);2024;8;AI_forecast;AI_P06F;2023;1,52276E+16
Great Britain;Lipton (L3);2024;3;AI_forecast;AI_P07F;2023;6,48144E+15
Czech;Lipton (L3);2023;8;AI_forecast;AI_P05F;2023;3,39471E+15
Czech;Lipton (L3);2024;2;AI_forecast;AI_P04F;2023;2,1079E+16
Netherlands;7up Free (L3);2024;2;AI_forecast;AI_P02F;2023;9,19285E+15
Norway;Pepsi Regular (L3);2024;5;AI_forecast;AI_P09F;2023;4,4896E+15
Netherlands;Lipton (L3);2023;9;AI_forecast;AI_P07F;2023;1,55534E+16
Czech;Pepsi Regular (L3);2024;7;AI_forecast;AI_P05F;2023;1,01558E+16
Spain;Pepsi Regular (L3);2024;10;AI_forecast;AI_P09F;2023;2,71208E+15
Denmark;7up (L3);2024;6;AI_forecast;AI_P02F;2023;0
Hungary;Pepsi Max (L3);2024;2;AI_forecast;AI_P07F;2023;4,11881E+14
Denmark;Pepsi Max (L3);2024;7;AI_forecast;AI_P09F;2023;2,90881E+15
Czech;Mountain Dew (L3);2024;12;AI_forecast;AI_P12F;2023;9,34008E+15
Great Britain;Pepsi Regular (L3);2023;2;AI_forecast;AI_P02F;2023;1,61496E+16
Netherlands;Pepsi Max (L3);2024;2;AI_forecast;AI_P09F;2023;8,30496E+15
Netherlands;7up (L3);2023;5;AI_forecast;AI_P02F;2023;1,11828E+16
Netherlands;Mountain Dew (L3);2023;10;AI_forecast;AI_P04F;2023;0
Czech;Pepsi Regular (L3);2024;3;AI_forecast;AI_P03F;2023;1,00869E+16
Hungary;7up Free (L3);2023;11;AI_forecast;AI_PF;2023;1,40888E+16
Netherlands;Pepsi Regular (L3);2023;12;AI_forecast;AI_PF;2023;5,70436E+15
Norway;7up Free (L3);2024;8;AI_forecast;AI_P06F;2023;4,76242E+15
Great Britain;Pepsi Regular (L3);2023;7;AI_forecast;AI_P05F;2023;2,0307E+16
Czech;Pepsi Max (L3);2023;12;AI_forecast;AI_P05F;2023;4,32526E+15
Spain;Lipton (L3);2023;9;AI_forecast;AI_P08F;2023;1,59753E+16
Spain;7up Free (L3);2023;10;AI_forecast;AI_P08F;2023;7,61889E+15
Norway;Pepsi Max (L3);2024;8;AI_forecast;AI_P12F;2023;2,95319E+16
Norway;Lipton (L3);2023;12;AI_forecast;AI_P09F;2023;9,66697E+13
Norway;Lipton (L3);2024;5;AI_forecast;AI_P03F;2023;8,02611E+15
Hungary;7up Free (L3);2024;4;AI_forecast;AI_P12F;2023;7,1066E+15
Great Britain;Pepsi Max (L3);2023;6;AI_forecast;AI_P04F;2023;1,14743E+23
Hungary;Mountain Dew (L3);2024;9;AI_forecast;AI_P04F;2023;4,04874E+15
Denmark;Pepsi Max (L3);2023;8;AI_forecast;AI_P08F;2023;2,73949E+15
Denmark;Pepsi Max (L3);2024;2;AI_forecast;AI_P09F;2023;2,31534E+15
Great Britain;7up Free (L3);2024;1;AI_forecast;AI_P12F;2023;6,95272E+15
Hungary;Pepsi Regular (L3);2024;5;AI_forecast;AI_P05F;2023;1,24441E+16
Italy;7up (L3);2023;7;AI_forecast;AI_P02F;2023;2,49257E+16
Spain;Pepsi Regular (L3);2024;4;AI_forecast;AI_P03F;2023;8,02603E+15
Great Britain;Lipton (L3);2024;5;AI_forecast;AI_P12F;2023;7,52086E+15
Spain;Pepsi Max (L3);2023;4;AI_forecast;AI_P02F;2023;7,27739E+15
Norway;Pepsi Max (L3);2024;7;AI_forecast;AI_P04F;2023;2,67425E+14
Netherlands;Mountain Dew (L3);2024;2;AI_forecast;AI_P05F;2023;0
Great Britain;Pepsi Max (L3);2023;12;AI_forecast;AI_P12F;2023;1,25677E+23
Hungary;Pepsi Max (L3);2024;6;AI_forecast;AI_P12F;2023;5,44545E+15
Denmark;Pepsi Max (L3);2024;9;AI_forecast;AI_P07F;2023;2,26364E+16
Great Britain;7up Free (L3);2023;4;AI_forecast;AI_P02F;2023;1,35482E+16
Spain;Pepsi Max (L3);2023;6;AI_forecast;AI_P02F;2023;7,47019E+15
Hungary;7up (L3);2024;1;AI_forecast;AI_P08F;2023;2,90519E+16
Great Britain;7up Free (L3);2023;11;AI_forecast;AI_P03F;2023;1,15077E+16
Czech;7up (L3);2024;5;AI_forecast;AI_P09F;2023;6,53493E+15
Netherlands;Pepsi Max (L3);2023;8;AI_forecast;AI_P04F;2023;9,6397E+15
Norway;Pepsi Max (L3);2024;4;AI_forecast;AI_P09F;2023;2,36467E+16
Netherlands;7up (L3);2024;6;AI_forecast;AI_P10F;2023;1,55781E+15
Norway;Pepsi Max (L3);2023;12;AI_forecast;AI_P09F;2023;2,75155E+16
Czech;Pepsi Regular (L3);2024;3;AI_forecast;AI_P08F;2023;9,8114E+14
Netherlands;7up (L3);2024;11;AI_forecast;AI_P09F;2023;6,0173E+15
Denmark;7up (L3);2023;11;AI_forecast;AI_P09F;2023;0
Netherlands;Pepsi Regular (L3);2023;11;AI_forecast;AI_P05F;2023;5,01876E+16
Denmark;7up Free (L3);2024;3;AI_forecast;AI_P09F;2023;5,00438E+15
Great Britain;7up Free (L3);2023;5;AI_forecast;AI_P05F;2023;1,65151E+16
Netherlands;Pepsi Max (L3);2023;12;AI_forecast;AI_P12F;2023;8,31382E+15
Netherlands;Pepsi Max (L3);2025;3;AI_forecast;AI_P10F;2023;9,74746E+14
Norway;Pepsi Max (L3);2023;9;AI_forecast;AI_PF;2023;2,3318E+15
Netherlands;Pepsi Regular (L3);2023;10;AI_forecast;AI_P04F;2023;6,24749E+15
Italy;Pepsi Max (L3);2023;9;AI_forecast;AI_P05F;2023;1,51085E+16
Denmark;Pepsi Max (L3);2023;9;AI_forecast;AI_P08F;2023;2,47848E+15
Hungary;Mountain Dew (L3);2023;9;AI_forecast;AI_P06F;2023;4,18454E+15
Denmark;Pepsi Regular (L3);2024;5;AI_forecast;AI_P12F;2023;2,95087E+15
Great Britain;7up (L3);2025;1;AI_forecast;AI_P09F;2023;0
Norway;Pepsi Max (L3);2023;10;AI_forecast;AI_P07F;2023;2,08682E+16
Norway;Pepsi Max (L3);2024;8;AI_forecast;AI_P09F;2023;2,15445E+16
Denmark;Pepsi Max (L3);2024;10;AI_forecast;AI_P05F;2023;1,84865E+16
Great Britain;Mountain Dew (L3);2023;12;AI_forecast;AI_PF;2023;1,82694E+16
Norway;Pepsi Max (L3);2024;1;AI_forecast;AI_P10F;2023;1,96677E+16
Portugal;Pepsi Regular (L3);2024;12;AI_forecast;AI_P11F;2023;2,07468E+16
Portugal;Pepsi Regular (L3);2023;7;AI_forecast;AI_P06F;2023;2,57819E+16
Spain;Pepsi Regular (L3);2023;1;AI_forecast;AI_PF;2023;1,08419E+16
Hungary;Pepsi Max (L3);2023;12;AI_forecast;AI_P02F;2023;6,09058E+15
Czech;Mountain Dew (L3);2023;10;AI_forecast;AI_P07F;2023;8,45531E+15
Italy;Pepsi Regular (L3);2024;1;AI_forecast;AI_P10F;2023;1,87546E+16
Spain;Pepsi Max (L3);2024;3;AI_forecast;AI_P09F;2023;8,98178E+15
Hungary;Lipton (L3);2024;9;AI_forecast;AI_P12F;2023;3,16929E+16
Denmark;7up (L3);2025;2;AI_forecast;AI_P11F;2023;0
Denmark;7up (L3);2023;5;AI_forecast;AI_P02F;2023;0
Denmark;Mountain Dew (L3);2024;4;AI_forecast;AI_P12F;2023;2,8756E+16
Hungary;Pepsi Max (L3);2023;5;AI_forecast;AI_PF;2023;5,6177E+15
Italy;Pepsi Regular (L3);2024;8;AI_forecast;AI_P08F;2023;2,10132E+16
Great Britain;Lipton (L3);2023;10;AI_forecast;AI_P08F;2023;6,63368E+15
Great Britain;Pepsi Regular (L3);2024;4;AI_forecast;AI_P06F;2023;1,00506E+16
Great Britain;7up Free (L3);2024;3;AI_forecast;AI_P03F;2023;1,00847E+16
Portugal;7up (L3);2024;1;AI_forecast;AI_P08F;2023;2,35828E+16
Hungary;Pepsi Regular (L3);2025;1;AI_forecast;AI_P10F;2023;1,66435E+16
Great Britain;Mountain Dew (L3);2025;1;AI_forecast;AI_P11F;2023;1,00002E+16
Spain;Pepsi Max (L3);2024;1;AI_forecast;AI_P07F;2023;7,44715E+15
Spain;7up Free (L3);2023;10;AI_forecast;AI_P05F;2023;7,1951E+15
Netherlands;Pepsi Max (L3);2024;9;AI_forecast;AI_P10F;2023;1,09494E+16
Norway;Pepsi Max (L3);2024;7;AI_forecast;AI_P12F;2023;2,81937E+15
Netherlands;Mountain Dew (L3);2024;6;AI_forecast;AI_PF;2023;0
Netherlands;Lipton (L3);2024;12;AI_forecast;AI_P08F;2023;1,33827E+15
Portugal;7up Free (L3);2024;2;AI_forecast;AI_P11F;2023;1,2106E+16
Great Britain;Pepsi Max (L3);2023;5;AI_forecast;AI_P04F;2023;1,20411E+23
Denmark;Pepsi Max (L3);2023;10;AI_forecast;AI_P10F;2023;2,04946E+16
Portugal;7up (L3);2024;2;AI_forecast;AI_P03F;2023;1,52746E+15
Hungary;7up (L3);2024;6;AI_forecast;AI_PF;2023;6,37817E+16
Great Britain;7up (L3);2024;1;AI_forecast;AI_P02F;2023;2,01914E+16
Spain;7up Free (L3);2024;11;AI_forecast;AI_P12F;2023;8,56691E+15
Netherlands;Pepsi Max (L3);2024;7;AI_forecast;AI_P08F;2023;9,03424E+15
Portugal;Pepsi Regular (L3);2024;4;AI_forecast;AI_P02F;2023;1,34912E+16
Great Britain;Pepsi Regular (L3);2023;12;AI_forecast;AI_PF;2023;1,12995E+16
Hungary;Mountain Dew (L3);2024;7;AI_forecast;AI_P04F;2023;4,39137E+14
Great Britain;Pepsi Regular (L3);2024;9;AI_forecast;AI_P12F;2023;1,85288E+16
Great Britain;Mountain Dew (L3);2023;12;AI_forecast;AI_P04F;2023;1,26554E+16
Netherlands;7up Free (L3);2024;8;AI_forecast;AI_P12F;2023;1,51235E+16
Hungary;Pepsi Regular (L3);2023;11;AI_forecast;AI_P11F;2023;1,23662E+16
Denmark;7up (L3);2023;9;AI_forecast;AI_P08F;2023;0
